"","Y7EMPST","Y7PL15ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Salarié (salarié à plein temps ou à temps partiel)","Confiance",27.6672441236958,5784.18935536307,5606,"2024-07-26",11204
"2","Salarié (salarié à plein temps ou à temps partiel)","Pas confiance",72.3327558763042,5784.18935536307,5606,"2024-07-26",11204
"3","Indépendant (travaille à mon compte)","Confiance",24.1643137840478,471.396925456882,398,"2024-07-26",11204
"4","Indépendant (travaille à mon compte)","Pas confiance",75.8356862159522,471.396925456882,398,"2024-07-26",11204
"5","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Confiance",26.1585811177931,4942.0241120629,5195,"2024-07-26",11204
"6","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Pas confiance",73.8414188822069,4942.0241120629,5195,"2024-07-26",11204
