"","Y7SEXEST","Y7PL4ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Homme","Sentiment positif (joie, espoir ou soulagement)",31.0004028405618,5343.162020101,5641,"2024-07-26",11204
"2","Homme","Indifférence",12.9912999303853,5343.162020101,5641,"2024-07-26",11204
"3","Homme","Sentiment négatif (déception, colère ou peur)",56.0082972290529,5343.162020101,5641,"2024-07-26",11204
"4","Femme","Sentiment positif (joie, espoir ou soulagement)",32.7942913879912,5860.83797989898,5563,"2024-07-26",11204
"5","Femme","Indifférence",11.3121403525038,5860.83797989898,5563,"2024-07-26",11204
"6","Femme","Sentiment négatif (déception, colère ou peur)",55.893568259505,5860.83797989898,5563,"2024-07-26",11204
