"","Y7ECO2ST2","Y7PL15ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Moins de 1 250 euros","Confiance",32.6657502179698,970.610167077917,808,"2024-07-26",11204
"2","Moins de 1 250 euros","Pas confiance",67.3342497820302,970.610167077917,808,"2024-07-26",11204
"3","De 1 250 euros à 1 999 euros","Confiance",28.7443363061957,2129.20895060799,1927,"2024-07-26",11204
"4","De 1 250 euros à 1 999 euros","Pas confiance",71.2556636938043,2129.20895060799,1927,"2024-07-26",11204
"5","De 2 000 à 3 499 euros","Confiance",25.9848394287133,4083.54509779481,4069,"2024-07-26",11204
"6","De 2 000 à 3 499 euros","Pas confiance",74.0151605712867,4083.54509779481,4069,"2024-07-26",11204
"7","De 3 500 à 4 999 euros","Confiance",26.3178822266456,3100.97922737009,3476,"2024-07-26",11204
"8","De 3 500 à 4 999 euros","Pas confiance",73.6821177733544,3100.97922737009,3476,"2024-07-26",11204
