"","Y1SEXEST","Y1CERTST","pct","n","unweighted_n"
"1","Homme","1",13.584150976454,5066.227461699,5209
"2","Homme","2",47.9861559331587,5066.227461699,5209
"3","Homme","3",38.4296930903873,5066.227461699,5209
"4","Femme","1",15.411725965523,5564.77253830098,5422
"5","Femme","2",49.4970057473789,5564.77253830098,5422
"6","Femme","3",35.0912682870982,5564.77253830098,5422
