"","Y7EMPST","Y7PL16ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Salarié (salarié à plein temps ou à temps partiel)","Favorable",55.4437046889183,5785.35627973882,5606,"2024-07-26",11204
"2","Salarié (salarié à plein temps ou à temps partiel)","Pas favorable",44.5562953110817,5785.35627973882,5606,"2024-07-26",11204
"3","Indépendant (travaille à mon compte)","Favorable",48.9588576767213,471.396925456882,398,"2024-07-26",11204
"4","Indépendant (travaille à mon compte)","Pas favorable",51.0411423232787,471.396925456882,398,"2024-07-26",11204
"5","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Favorable",46.417060098501,4940.48526624237,5195,"2024-07-26",11204
"6","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Pas favorable",53.582939901499,4940.48526624237,5195,"2024-07-26",11204
