"","Y7SEXEST","Y7PL13ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Homme","Des conséquences négatives",13.8410407028462,5343.162020101,5641,"2024-07-26",11204
"2","Homme","Des conséquences positives",67.3827517845364,5343.162020101,5641,"2024-07-26",11204
"3","Homme","Des conséquences ni positives, ni négatives",18.7762075126173,5343.162020101,5641,"2024-07-26",11204
"4","Femme","Des conséquences négatives",10.5194591505422,5856.11428802288,5560,"2024-07-26",11204
"5","Femme","Des conséquences positives",66.8016218218236,5856.11428802288,5560,"2024-07-26",11204
"6","Femme","Des conséquences ni positives, ni négatives",22.6789190276341,5856.11428802288,5560,"2024-07-26",11204
