"","Y7INTPOLST","Y7PL15ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Beaucoup","Confiance",28.5728526681138,3283.67917399609,3498,"2024-07-26",11204
"2","Beaucoup","Pas confiance",71.4271473318861,3283.67917399609,3498,"2024-07-26",11204
"3","Un peu","Confiance",28.6669022873279,5088.28276060748,5087,"2024-07-26",11204
"4","Un peu","Pas confiance",71.3330977126721,5088.28276060748,5087,"2024-07-26",11204
"5","Pas vraiment","Confiance",22.6809220232927,2025.26431617479,1893,"2024-07-26",11204
"6","Pas vraiment","Pas confiance",77.3190779767073,2025.26431617479,1893,"2024-07-26",11204
"7","Pas du tout","Confiance",18.8664928911689,799.070229758497,720,"2024-07-26",11204
"8","Pas du tout","Pas confiance",81.1335071088311,799.070229758497,720,"2024-07-26",11204
