"","Y7EMPST","Y7PL6ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Salarié (salarié à plein temps ou à temps partiel)","Souvent",28.9357587413412,5786.60335863901,5608,"2024-07-26",11204
"2","Salarié (salarié à plein temps ou à temps partiel)","Rarement ou jamais",71.0642412586588,5786.60335863901,5608,"2024-07-26",11204
"3","Indépendant (travaille à mon compte)","Souvent",30.5748132479239,473.705708028246,399,"2024-07-26",11204
"4","Indépendant (travaille à mon compte)","Rarement ou jamais",69.4251867520761,473.705708028246,399,"2024-07-26",11204
"5","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Souvent",21.5588020517365,4943.69093333273,5197,"2024-07-26",11204
"6","Sans emploi (ne travaille pas actuellement tout en recherchant un emploi ou non, personne au foyer, retraité, étudiant ou élève)","Rarement ou jamais",78.4411979482635,4943.69093333273,5197,"2024-07-26",11204
