"","Y1EDUR2","Y1CERTST","pct","n","unweighted_n"
"1","Aucun diplôme, CEP, BEPC, CAP, BEP","1",14.7734597405818,2470.56910887706,2253
"2","Aucun diplôme, CEP, BEPC, CAP, BEP","2",45.9499269271936,2470.56910887706,2253
"3","Aucun diplôme, CEP, BEPC, CAP, BEP","3",39.2766133322246,2470.56910887706,2253
"4","BAC, Diplôme supérieur","1",14.4703504570663,8160.43089112293,8378
"5","BAC, Diplôme supérieur","2",49.6329047648931,8160.43089112293,8378
"6","BAC, Diplôme supérieur","3",35.8967447780406,8160.43089112293,8378
