"","Y7SEXEST","Y7PL6ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Homme","Souvent",27.7676987285612,5343.162020101,5641,"2024-07-26",11204
"2","Homme","Rarement ou jamais",72.2323012714388,5343.162020101,5641,"2024-07-26",11204
"3","Femme","Souvent",23.9105676969929,5860.83797989898,5563,"2024-07-26",11204
"4","Femme","Rarement ou jamais",76.0894323030071,5860.83797989898,5563,"2024-07-26",11204
