"","Y7SEXEST","Y7PL16ST","pct","n","unweighted_n","VAGUE","TAILLEECH"
"1","Homme","Favorable",52.2684250640574,5343.162020101,5641,"2024-07-26",11204
"2","Homme","Pas favorable",47.7315749359426,5343.162020101,5641,"2024-07-26",11204
"3","Femme","Favorable",50.2017321409847,5854.07645133707,5558,"2024-07-26",11204
"4","Femme","Pas favorable",49.7982678590153,5854.07645133707,5558,"2024-07-26",11204
