"","Y3SEXEST","Y3CERTST","pct","n","unweighted_n"
"1","Homme","1",9.81819742525023,5613.08919017105,5642
"2","Homme","2",43.6736615121361,5613.08919017105,5642
"3","Homme","3",46.5081410626136,5613.08919017105,5642
"4","Femme","1",12.254364795591,6156.91080982889,6128
"5","Femme","2",45.6499874326887,6156.91080982889,6128
"6","Femme","3",42.0956477717202,6156.91080982889,6128
