"","Y4INTPOLST","Y4CERTST","pct","n","unweighted_n"
"1","Oui","1",4.66921566704917,7459.96429998735,7634
"2","Oui","2",41.9140803851632,7459.96429998735,7634
"3","Oui","3",53.4167039477876,7459.96429998735,7634
"4","Non","1",22.3901801753476,3191.03570001263,3017
"5","Non","2",52.6203283721335,3191.03570001263,3017
"6","Non","3",24.9894914525189,3191.03570001263,3017
