"","Y3EMPST","Y3CERTST","pct","n","unweighted_n"
"1","Salarié","1",12.3437536533876,6148.11845325267,5936
"2","Salarié","2",49.5291971115851,6148.11845325267,5936
"3","Salarié","3",38.1270492350273,6148.11845325267,5936
"4","Indépendant","1",12.9168954468094,465.203166725617,420
"5","Indépendant","2",49.5153233076357,465.203166725617,420
"6","Indépendant","3",37.5677812455548,465.203166725617,420
"7","Sans emploi","1",9.43623104667567,5156.67838002166,5414
"8","Sans emploi","2",38.5249937732826,5156.67838002166,5414
"9","Sans emploi","3",52.0387751800418,5156.67838002166,5414
