"","Y4EDUR2ST","Y4CERTST","pct","n","unweighted_n"
"1","Aucun diplôme, CEP, BEPC, CAP, BEP","1",9.95250878316307,2458.00879241618,2286
"2","Aucun diplôme, CEP, BEPC, CAP, BEP","2",44.0919233665746,2458.00879241618,2286
"3","Aucun diplôme, CEP, BEPC, CAP, BEP","3",45.9555678502623,2458.00879241618,2286
"4","BAC, Diplôme supérieur","1",9.98618090582479,8192.9912075838,8365
"5","BAC, Diplôme supérieur","2",45.4306058656411,8192.9912075838,8365
"6","BAC, Diplôme supérieur","3",44.5832132285341,8192.9912075838,8365
