"","Y3INTPOLST","Y3CERTST","pct","n","unweighted_n"
"1","Oui","1",4.9319920171665,8370.36431475023,8580
"2","Oui","2",42.5319327467087,8370.36431475023,8580
"3","Oui","3",52.5360752361248,8370.36431475023,8580
"4","Non","1",26.2607194407412,3399.63568524971,3190
"5","Non","2",50.0639780491439,3399.63568524971,3190
"6","Non","3",23.6753025101148,3399.63568524971,3190
