"","Y4AGERST","Y4CERTST","pct","n","unweighted_n"
"1","18 à 34 ans","1",12.9013544350541,2741.36583897436,2138
"2","18 à 34 ans","2",56.3149401032581,2741.36583897436,2138
"3","18 à 34 ans","3",30.7837054616878,2741.36583897436,2138
"4","35 à 59 ans","1",11.765905309158,4147.22863182253,4321
"5","35 à 59 ans","2",46.3169651374584,4147.22863182253,4321
"6","35 à 59 ans","3",41.9171295533837,4147.22863182253,4321
"7","60 ans et plus","1",5.87837078712033,3762.4055292031,4192
"8","60 ans et plus","2",35.6484679019275,3762.4055292031,4192
"9","60 ans et plus","3",58.4731613109522,3762.4055292031,4192
