"","Y1Q7ST","Y1CERTST","pct","n","unweighted_n"
"1","A gauche","1",14.0987507844401,2531.36665408847,2475
"2","A gauche","2",46.7012687876817,2531.36665408847,2475
"3","A gauche","3",39.1999804278782,2531.36665408847,2475
"4","Ni à gauche, ni à droite","1",12.3219348740034,3468.36765847328,3560
"5","Ni à gauche, ni à droite","2",53.2319008761287,3468.36765847328,3560
"6","Ni à gauche, ni à droite","3",34.4461642498679,3468.36765847328,3560
"7","A droite","1",9.93935909676358,3365.61608562258,3440
"8","A droite","2",46.8176226910956,3365.61608562258,3440
"9","A droite","3",43.2430182121408,3365.61608562258,3440
