"","Y3EMPST","Y3CERTST","pct","n","unweighted_n"
"1","Salarié","1",12.3437536533876,6148.11845325267,5936
"2","Salarié","2",17.3525533540917,6148.11845325267,5936
"3","Salarié","3",70.3036929925207,6148.11845325267,5936
"4","Indépendant","1",12.9168954468094,465.203166725617,420
"5","Indépendant","2",14.9980854242659,465.203166725617,420
"6","Indépendant","3",72.0850191289247,465.203166725617,420
"7","Sans emploi","1",9.43623104667567,5156.67838002166,5414
"8","Sans emploi","2",12.3603332039049,5156.67838002166,5414
"9","Sans emploi","3",78.2034357494195,5156.67838002166,5414
