"","Y3EDUR2ST","Y3CERTST","pct","n","unweighted_n"
"1","Aucun diplôme, CEP, BEPC, CAP, BEP","1",10.968190905569,2703.13008505528,2546
"2","Aucun diplôme, CEP, BEPC, CAP, BEP","2",15.9730137459219,2703.13008505528,2546
"3","Aucun diplôme, CEP, BEPC, CAP, BEP","3",73.058795348509,2703.13008505528,2546
"4","BAC, Diplôme supérieur","1",11.129640442993,9066.86991494466,9224
"5","BAC, Diplôme supérieur","2",14.8037680674267,9066.86991494466,9224
"6","BAC, Diplôme supérieur","3",74.0665914895803,9066.86991494466,9224
