"","Y3SEXEST","Y3CERTST","pct","n","unweighted_n"
"1","Homme","1",9.81819742525023,5613.08919017105,5642
"2","Homme","2",12.8959882835209,5613.08919017105,5642
"3","Homme","3",77.2858142912288,5613.08919017105,5642
"4","Femme","1",12.254364795591,6156.91080982889,6128
"5","Femme","2",17.056384952909,6156.91080982889,6128
"6","Femme","3",70.6892502514999,6156.91080982889,6128
