"","Y1INTPOLST","Y1CERTST","pct","n","unweighted_n"
"1","Oui","1",7.89716023554304,7225.14009307298,7443
"2","Oui","2",17.0446237940113,7225.14009307298,7443
"3","Oui","3",75.0582159704457,7225.14009307298,7443
"4","Non","1",28.6344893117723,3405.85990692701,3188
"5","Non","2",27.3858985091413,3405.85990692701,3188
"6","Non","3",43.9796121790864,3405.85990692701,3188
