"","Y3AGERST","Y3CERTST","pct","n","unweighted_n"
"1","18 à 34 ans","1",14.4086460783333,3029.40538054181,1998
"2","18 à 34 ans","2",22.6391723849695,3029.40538054181,1998
"3","18 à 34 ans","3",62.9521815366973,3029.40538054181,1998
"4","35 à 59 ans","1",13.0399279377106,4582.9741902612,4774
"5","35 à 59 ans","2",15.939640808852,4582.9741902612,4774
"6","35 à 59 ans","3",71.0204312534374,4582.9741902612,4774
"7","60 ans et plus","1",6.52973647717601,4157.62042919693,4998
"8","60 ans et plus","2",8.60270456864145,4157.62042919693,4998
"9","60 ans et plus","3",84.8675589541826,4157.62042919693,4998
