"","Y1EDUR2","Y1CERTST","pct","n","unweighted_n"
"1","Aucun diplôme, CEP, BEPC, CAP, BEP","1",14.7734597405818,2470.56910887706,2253
"2","Aucun diplôme, CEP, BEPC, CAP, BEP","2",19.2027578914761,2470.56910887706,2253
"3","Aucun diplôme, CEP, BEPC, CAP, BEP","3",66.0237823679422,2470.56910887706,2253
"4","BAC, Diplôme supérieur","1",14.4703504570663,8160.43089112293,8378
"5","BAC, Diplôme supérieur","2",20.7073119416779,8160.43089112293,8378
"6","BAC, Diplôme supérieur","3",64.8223376012558,8160.43089112293,8378
