"","Y1SEXEST","Y1CERTST","pct","n","unweighted_n"
"1","Homme","1",13.584150976454,5066.227461699,5209
"2","Homme","2",19.5413892681213,5066.227461699,5209
"3","Homme","3",66.8744597554247,5066.227461699,5209
"4","Femme","1",15.411725965523,5564.77253830098,5422
"5","Femme","2",21.1008095541777,5564.77253830098,5422
"6","Femme","3",63.4874644802994,5564.77253830098,5422
