"","Y4PROXST","Y4CERTST","pct","n","unweighted_n"
"1","Lutte Ouvrière","1",10.2649150379013,68.0842684618677,63
"2","Lutte Ouvrière","2",16.240564196356,68.0842684618677,63
"3","Lutte Ouvrière","3",73.4945207657427,68.0842684618677,63
"4","Nouveau Parti Anticapitaliste","1",10.7511963856244,101.268016529456,80
"5","Nouveau Parti Anticapitaliste","2",25.4981672534291,101.268016529456,80
"6","Nouveau Parti Anticapitaliste","3",63.7506363609465,101.268016529456,80
"7","Parti Communiste Français","1",6.87177089949318,249.775112209652,259
"8","Parti Communiste Français","2",14.1084737249982,249.775112209652,259
"9","Parti Communiste Français","3",79.0197553755087,249.775112209652,259
"10","France Insoumise","1",7.51201050582123,685.124122923111,566
"11","France Insoumise","2",16.9325155144753,685.124122923111,566
"12","France Insoumise","3",75.5554739797035,685.124122923111,566
"13","Parti Socialiste","1",6.64524810609119,972.809771550754,1049
"14","Parti Socialiste","2",12.0276705700399,972.809771550754,1049
"15","Parti Socialiste","3",81.3270813238689,972.809771550754,1049
"16","Europe Ecologie - Les Verts","1",4.87120538774606,575.837863493864,571
"17","Europe Ecologie - Les Verts","2",13.1935385738303,575.837863493864,571
"18","Europe Ecologie - Les Verts","3",81.9352560384237,575.837863493864,571
"19","La République En Marche !, désormais Renaissance","1",4.37440703079171,1111.13848244503,1120
"20","La République En Marche !, désormais Renaissance","2",9.66845542682671,1111.13848244503,1120
"21","La République En Marche !, désormais Renaissance","3",85.9571375423816,1111.13848244503,1120
"22","Le MoDem (Mouvement Démocrate)","1",5.25548372140349,196.807484246723,218
"23","Le MoDem (Mouvement Démocrate)","2",11.677650416012,196.807484246723,218
"24","Le MoDem (Mouvement Démocrate)","3",83.0668658625845,196.807484246723,218
"25","Horizons","1",4.60642374487537,86.5144996374134,94
"26","Horizons","2",11.2836595382318,86.5144996374134,94
"27","Horizons","3",84.1099167168929,86.5144996374134,94
"28","L’UDI (Union des Démocrates et Indépendants)","1",1.69244225205475,85.0500072753695,105
"29","L’UDI (Union des Démocrates et Indépendants)","2",9.95648122377354,85.0500072753695,105
"30","L’UDI (Union des Démocrates et Indépendants)","3",88.3510765241717,85.0500072753695,105
"31","Les Républicains","1",4.70394480602034,670.931687405908,800
"32","Les Républicains","2",10.5412690445557,670.931687405908,800
"33","Les Républicains","3",84.754786149424,670.931687405908,800
"34","Debout la France","1",3.59873973253934,143.932475092596,159
"35","Debout la France","2",10.483251983368,143.932475092596,159
"36","Debout la France","3",85.9180082840926,143.932475092596,159
"37","Rassemblement national (ex Front National)","1",6.17043021156256,2112.07610016807,2017
"38","Rassemblement national (ex Front National)","2",10.779310124575,2112.07610016807,2017
"39","Rassemblement national (ex Front National)","3",83.0502596638624,2112.07610016807,2017
"40","Reconquête!","1",5.55790126457265,305.088371150616,303
"41","Reconquête!","2",3.2235032980508,305.088371150616,303
"42","Reconquête!","3",91.2185954373765,305.088371150616,303
"43","Autre parti","1",7.95918134756808,183.562038041148,179
"44","Autre parti","2",18.3425001334741,183.562038041148,179
"45","Autre parti","3",73.6983185189578,183.562038041148,179
"46","Aucun parti","1",20.0304777793712,3098.24571920426,3064
"47","Aucun parti","2",25.262809098904,3098.24571920426,3064
"48","Aucun parti","3",54.7067131217249,3098.24571920426,3064
