"","Y4INTPOLST","Y4CERTST","pct","n","unweighted_n"
"1","Oui","1",4.66921566704917,7459.96429998735,7634
"2","Oui","2",11.4062623417375,7459.96429998735,7634
"3","Oui","3",83.9245219912134,7459.96429998735,7634
"4","Non","1",22.3901801753476,3191.03570001263,3017
"5","Non","2",25.6789222559891,3191.03570001263,3017
"6","Non","3",51.9308975686632,3191.03570001263,3017
