"","Y2ECO2ST2","Y2CERTST","pct","n","unweighted_n"
"1","Moins de 2 000 euros","1",17.9952858540898,3322.38967298426,2890
"2","Moins de 2 000 euros","2",53.6084748900762,3322.38967298426,2890
"3","Moins de 2 000 euros","3",28.396239255834,3322.38967298426,2890
"4","De 2 000 à 4 999 euros","1",12.8966650767439,6372.94315798774,6603
"5","De 2 000 à 4 999 euros","2",51.3012753292767,6372.94315798774,6603
"6","De 2 000 à 4 999 euros","3",35.8020595939793,6372.94315798774,6603
"7","5 000 euros et plus","1",9.13759162829918,924.295773638171,1141
"8","5 000 euros et plus","2",48.7836301192616,924.295773638171,1141
"9","5 000 euros et plus","3",42.0787782524392,924.295773638171,1141
