"","Y2INTPOLST","Y2CERTST","pct","n","unweighted_n"
"1","Oui","1",7.1046972229305,7782.49841911285,8206
"2","Oui","2",16.3585459486824,7782.49841911285,8206
"3","Oui","3",76.5367568283871,7782.49841911285,8206
"4","Non","1",30.0078317672071,3908.50158088708,3485
"5","Non","2",29.4496166652051,3908.50158088708,3485
"6","Non","3",40.5425515675877,3908.50158088708,3485
