"","Y4EMPST","Y4CERTST","pct","n","unweighted_n"
"1","Salarié","1",11.4993131649702,5532.55002417421,5562
"2","Salarié","2",49.8317426228067,5532.55002417421,5562
"3","Salarié","3",38.6689442122231,5532.55002417421,5562
"4","Indépendant","1",11.7638059159163,422.427172790769,365
"5","Indépendant","2",45.2360516051117,422.427172790769,365
"6","Indépendant","3",43.000142478972,422.427172790769,365
"7","Sans emploi","1",8.02597675353199,4696.022803035,4724
"8","Sans emploi","2",39.5622745617196,4696.022803035,4724
"9","Sans emploi","3",52.4117486847484,4696.022803035,4724
