"","Y3ECO2ST2","Y3CERTST","pct","n","unweighted_n"
"1","Moins de 2 000 euros","1",14.4208413243631,3315.63345822709,2936
"2","Moins de 2 000 euros","2",18.6436464303957,3315.63345822709,2936
"3","Moins de 2 000 euros","3",66.9355122452412,3315.63345822709,2936
"4","De 2 000 à 4 999 euros","1",9.34783490050825,6461.27787749071,6652
"5","De 2 000 à 4 999 euros","2",13.427685275897,6461.27787749071,6652
"6","De 2 000 à 4 999 euros","3",77.2244798235947,6461.27787749071,6652
"7","5 000 euros et plus","1",7.1074107604338,974.385020703924,1135
"8","5 000 euros et plus","2",9.74219738293426,974.385020703924,1135
"9","5 000 euros et plus","3",83.1503918566319,974.385020703924,1135
