"","Y2REG13ST","Y2CERTST","pct","n","unweighted_n"
"1","Île-de-France","1",10.8233732446239,1982.99307954579,1973
"2","Île-de-France","2",56.8212312112433,1982.99307954579,1973
"3","Île-de-France","3",32.3553955441328,1982.99307954579,1973
"4","Centre - Val de Loire","1",16.0542270217503,471.194690512774,516
"5","Centre - Val de Loire","2",50.5542947419649,471.194690512774,516
"6","Centre - Val de Loire","3",33.3914782362848,471.194690512774,516
"7","Bourgogne - Franche-Comté","1",16.8983911757485,520.300237501502,523
"8","Bourgogne - Franche-Comté","2",49.0487145202917,520.300237501502,523
"9","Bourgogne - Franche-Comté","3",34.0528943039598,520.300237501502,523
"10","Normandie","1",13.717279789049,622.024919633909,597
"11","Normandie","2",52.7394978911432,622.024919633909,597
"12","Normandie","3",33.5432223198078,622.024919633909,597
"13","Hauts-de-France","1",14.6865005386604,1092.04733987358,1113
"14","Hauts-de-France","2",51.7697377766017,1092.04733987358,1113
"15","Hauts-de-France","3",33.543761684738,1092.04733987358,1113
"16","Grand Est","1",16.685032132338,1012.54621083767,1062
"17","Grand Est","2",52.8613334575146,1012.54621083767,1062
"18","Grand Est","3",30.4536344101474,1012.54621083767,1062
"19","Pays de la Loire","1",15.0635121634597,703.871504845134,719
"20","Pays de la Loire","2",54.3434268166522,703.871504845134,719
"21","Pays de la Loire","3",30.5930610198881,703.871504845134,719
"22","Bretagne","1",17.9785578388675,631.378742108875,683
"23","Bretagne","2",49.0735917834634,631.378742108875,683
"24","Bretagne","3",32.9478503776691,631.378742108875,683
"25","Nouvelle-Aquitaine","1",15.6477193959486,1132.96936808187,1107
"26","Nouvelle-Aquitaine","2",50.8012812496853,1132.96936808187,1107
"27","Nouvelle-Aquitaine","3",33.5509993543661,1132.96936808187,1107
"28","Occitanie","1",14.5197390838337,1095.55371925684,1113
"29","Occitanie","2",50.2697092508357,1095.55371925684,1113
"30","Occitanie","3",35.2105516653306,1095.55371925684,1113
"31","Auvergne-Rhône-Alpes","1",16.657869097646,1439.30455416052,1377
"32","Auvergne-Rhône-Alpes","2",51.2753123894425,1439.30455416052,1377
"33","Auvergne-Rhône-Alpes","3",32.0668185129114,1439.30455416052,1377
"34","Provence-Alpes-Côte d'Azur","1",13.9506624845242,953.713854936136,879
"35","Provence-Alpes-Côte d'Azur","2",45.7376891611149,953.713854936136,879
"36","Provence-Alpes-Côte d'Azur","3",40.3116483543609,953.713854936136,879
"37","Corse","1",12.7751821251999,33.1017787053298,29
"38","Corse","2",60.6403574226436,33.1017787053298,29
"39","Corse","3",26.5844604521565,33.1017787053298,29
