"","Y1AGERST","Y1CERTST","pct","n","unweighted_n"
"1","18 à 34 ans","1",17.5579299765885,2722.32657488345,1680
"2","18 à 34 ans","2",26.9673411850577,2722.32657488345,1680
"3","18 à 34 ans","3",55.4747288383538,2722.32657488345,1680
"4","35 à 59 ans","1",17.5117771521708,4143.55119330502,4659
"5","35 à 59 ans","2",22.6594675935863,4143.55119330502,4659
"6","35 à 59 ans","3",59.828755254243,4143.55119330502,4659
"7","60 ans et plus","1",9.08968727798624,3765.12223181151,4292
"8","60 ans et plus","2",13.0454609225764,3765.12223181151,4292
"9","60 ans et plus","3",77.8648517994373,3765.12223181151,4292
