"","Y4SEXEST","Y4CERTST","pct","n","unweighted_n"
"1","Homme","1",9.3135326613413,5079.43694281858,5223
"2","Homme","2",44.2746033353047,5079.43694281858,5223
"3","Homme","3",46.4118640033541,5079.43694281858,5223
"4","Femme","1",10.5845601998889,5571.5630571814,5428
"5","Femme","2",45.893913662597,5571.5630571814,5428
"6","Femme","3",43.5215261375142,5571.5630571814,5428
