"","Y4EDUR2ST","Y4CERTST","pct","n","unweighted_n"
"1","Aucun diplôme, CEP, BEPC, CAP, BEP","1",9.95250878316307,2458.00879241618,2286
"2","Aucun diplôme, CEP, BEPC, CAP, BEP","2",17.3082928565916,2458.00879241618,2286
"3","Aucun diplôme, CEP, BEPC, CAP, BEP","3",72.7391983602453,2458.00879241618,2286
"4","BAC, Diplôme supérieur","1",9.98618090582479,8192.9912075838,8365
"5","BAC, Diplôme supérieur","2",15.1945398627931,8192.9912075838,8365
"6","BAC, Diplôme supérieur","3",74.8192792313821,8192.9912075838,8365
