"","Y2SEXEST","Y2CERTST","pct","n","unweighted_n"
"1","Homme","1",13.5789013978346,5575.40932367434,5741
"2","Homme","2",50.039833673857,5575.40932367434,5741
"3","Homme","3",36.3812649283084,5575.40932367434,5741
"4","Femme","1",15.8398467907789,6115.5906763256,5950
"5","Femme","2",53.4997205637959,6115.5906763256,5950
"6","Femme","3",30.6604326454252,6115.5906763256,5950
