"","Y3Q7ST","Y3CERTST","pct","n","unweighted_n"
"1","A gauche","1",10.5147629575251,2724.70286477376,2666
"2","A gauche","2",15.0454611954166,2724.70286477376,2666
"3","A gauche","3",74.4397758470582,2724.70286477376,2666
"4","Ni à gauche, ni à droite","1",9.72003096397983,3946.71405901548,4021
"5","Ni à gauche, ni à droite","2",17.501430393974,3946.71405901548,4021
"6","Ni à gauche, ni à droite","3",72.7785386420462,3946.71405901548,4021
"7","A droite","1",5.97605864687616,3746.28137443486,3827
"8","A droite","2",9.77788144872085,3746.28137443486,3827
"9","A droite","3",84.246059904403,3746.28137443486,3827
